Category,pct_goal_reached
3D Printing,1.92229511113
Apps,0.779293229622
Camera Equipment,2.81947525094
DIY Electronics,24.0100865957
Fabrication Tools,1.50381405016
Flight,0.8440946909
Gadgets,6.47346481438
Hardware,11.5986722844
Makerspaces,0.798850130774
Robots,2.92819665468
Software,1.23121477527
Sound,1.84072183224
Space Exploration,0.927427642727
Technology,4.28050492988
Wearables,1.57348884728
Web,0.34042740294
